"source","folder","name","manufacturer","conn","framework","probe_cmd","actions","verdict"
"community","oscilloscope","Generic Oscilloscope 绀烘尝鍣?","Open Source","VISA_SCPI","lantz/VISA","","11","T2_visa_needs_rs232_idn"
"community","oscilloscope_device","Oscilloscope Device","Open Source","SERIAL","pyserial","WFMPRE:XINCR?\n","14","T1_serial_probe_ready"
"community","owis","OWIS 绮惧瘑浣嶇Щ鍙?鑷姩鍖栬澶?浣嶇Щ鍙?","OWIS GmbH","SERIAL","pyserial","","6","T1b_serial_probe_tbd"
"community","oxford_itc503","Oxford Instruments ITC503 Intelligent Temperature Controller","Oxford Instruments","UNKNOWN","","","2","T4_manual_review"
"community","oxxius_controller","Oxxius 婵€鍏夊櫒鎺у埗鍣?鍒嗘瀽浠櫒 鎺у埗鍣?","Oxxius SA","SERIAL","pyserial","","27","T1b_serial_probe_tbd"
"community","o_scope","type: string","Open Source","UNKNOWN","","*IDN?","18","T4_manual_review"
"community","partner","Generic Partner","Open Source","TCP","socket","","21","T3_network_needs_ext"
"community","pcan_basic","PEAK PCAN CAN鎬荤嚎閫傞厤鍣?","PEAK-System Technik","SERIAL","pyserial","","14","T1b_serial_probe_tbd"
"community","pcan_bus","Pcan BUS","PEAK-System Technik","SERIAL","pyserial","","14","T1b_serial_probe_tbd"
"community","persistent_object","type: string","Open Source","UNKNOWN","","","64","T4_manual_review"
"community","persistent_property","Persistent Property","Open Source","UNKNOWN","","","7","T4_manual_review"
"community","petite_fleur_chiller","type: string","","SERIAL","pyserial","","117","T1b_serial_probe_tbd"
"community","pfeiffer_rs485_serial","Pfeiffer Rs485 Serial","Pfeiffer Vacuum","SERIAL","pyserial","","3","T1b_serial_probe_tbd"
"community","phd2000","Phd2000","Harvard Apparatus","SERIAL","pyserial","","2","T1b_serial_probe_tbd"
"community","phoxx_laser","type: string","","SERIAL","pyserial","LOn","19","T1_serial_probe_ready"
"community","pica_launcher_app","G2301 Gas Concentration Analyzer","Picarro, Inc.","VISA_SCPI","lantz/VISA","","13","T2_visa_needs_rs232_idn"
"community","picomotor_stage","Newport Picomotor Piezo Stage 鐢垫満 鑷姩鍖栬澶?浣嶇Щ鍙?","Newport (MKS)","UNKNOWN","","*IDN?","7","T4_manual_review"
"community","picosecond_delayer","picosecond_delayer","","SERIAL","pyserial","","21","T1b_serial_probe_tbd"
"community","pico_motor_controller8742","鍗曞厜瀛愯鏁板櫒锛圱CSPC锛夊痉鍥絧icoquant","姝︽眽涓滈殕绉戞妧鏈夐檺鍏徃","SERIAL","pyserial","*IDN?","34","T1_serial_probe_ready"
"community","piezo_c867","piezo_c867","","SERIAL","pyserial","*IDN?","15","T1_serial_probe_ready"
"community","piezo_c867_t","piezo_c867_t","","SERIAL","pyserial","*IDN?","35","T1_serial_probe_ready"
"community","piezo_channel","Piezo Channel 鍘嬬數閫氶亾鎺у埗鍣?","Thorlabs","UNKNOWN","","","31","T4_manual_review"
"community","piezo_e255","type: string","","SERIAL","pyserial","","33","T1b_serial_probe_tbd"
"community","piezo_e662","type: string","","SERIAL","pyserial","POS?\n","418","T1_serial_probe_ready"
"community","piezo_e709","type: string","","SERIAL","pyserial","*IDN?","33","T1_serial_probe_ready"
"community","piezo_e709_t","piezo_e709_t","","SERIAL","pyserial","*IDN?","35","T1_serial_probe_ready"
"community","piezo_e816","type: string","","SERIAL","pyserial","POS? A\n","418","T1_serial_probe_ready"
"community","piezo_e816b","type: string","","SERIAL","pyserial","POS? A\n","418","T1_serial_probe_ready"
"community","piezo_e816_t","type: string","","SERIAL","pyserial","*IDN?","418","T1_serial_probe_ready"
"community","pipette_controller","type: string","","SERIAL","pyserial","","163","T1b_serial_probe_tbd"
"community","pi_gpio_factory","Physik Physik Instrumente Pi Gpio Factory","Physik Instrumente (PI)","UNKNOWN","","","9","T4_manual_review"
"community","pi_gpio_hardware_spi","nGauge 鍘熷瓙鍔涙樉寰暅锛圓FM锛夛綔鑺墖寮廇FM锝滅撼绫宠〃闈㈠舰璨屽垎鏋愪华锝淚CSPI渚挎惡寮忓師瀛愬姏鏄惧井闀?","澶嶇撼绉戝浠櫒锛堜笂娴凤級鏈夐檺鍏徃","UNKNOWN","","","9","T4_manual_review"
"community","pi_gpio_software_spi","nGauge 鍘熷瓙鍔涙樉寰暅锛圓FM锛夛綔鑺墖寮廇FM锝滅撼绫宠〃闈㈠舰璨屽垎鏋愪华锝淚CSPI渚挎惡寮忓師瀛愬姏鏄惧井闀?","澶嶇撼绉戝浠櫒锛堜笂娴凤級鏈夐檺鍏徃","UNKNOWN","","","9","T4_manual_review"
"community","plc","Generic Programmable Logic Controller 鎺у埗鍣?","Open Source","UNKNOWN","","","14","T4_manual_review"
"community","pm100_usb","Thorlabs PM100USB Power and Energy Meter Interface","Thorlabs","UNKNOWN","","SYST:SENSOR:IDN?","1","T4_manual_review"
"community","port","Communication Port 閫氱敤閫氫俊绔彛","Open Standard","SERIAL","pyserial","","8","T1b_serial_probe_tbd"
"community","port_reader","Port Reader","Open Source","SERIAL","pyserial","","5","T1b_serial_probe_tbd"
"community","powermeter1830c","Newport 1830-C 鍏夊姛鐜囪 鍒嗘瀽浠櫒 鍔熺巼璁?","Newport Corporation","VISA_SCPI","lantz/VISA","A?","17","T2_visa_needs_rs232_idn"
"community","power_meter1830c","Newport 1830-C Optical Power Meter","Newport","VISA_SCPI","lantz/VISA","A?","14","T2_visa_needs_rs232_idn"
"community","power_supply_device","Generic Programmable Power Supply 鐢垫簮","Open Source","VISA_SCPI","lantz/VISA","*IDN?","1","T2_visa_needs_rs232_idn"
"community","pressure_trans","type: string","","SERIAL","pyserial","","460","T1b_serial_probe_tbd"
"community","prior","Prior","Prior Scientific","SERIAL","pyserial","","9","T1b_serial_probe_tbd"
"community","priorarclampshutter","type: string","","SERIAL","pyserial","","4","T1b_serial_probe_tbd"
"community","prior_lumen","type: string","","SERIAL","pyserial","","33","T1b_serial_probe_tbd"
"community","proplc","Generic Process Control PLC PLC鎺у埗鍣?","Open Source","UNKNOWN","","","5","T4_manual_review"
"community","proxy","type: string","","UNKNOWN","","","1210","T4_manual_review"
"community","pro_scan_iii","PRO Scan III","Prior Scientific","SERIAL","pyserial","","1","T1b_serial_probe_tbd"
"community","psc_eth","String","Pfeiffer Vacuum","TCP","socket","*IDN?","12","T3_network_needs_ext"
"community","pseudoclock","default: null","Open Source","UNKNOWN","","","13","T4_manual_review"
"community","ptc","type: string","Tecan Group","SERIAL","pyserial","","19","T1b_serial_probe_tbd"
"community","pump","Pump","Open Source","SERIAL","pyserial","","9","T1b_serial_probe_tbd"
"community","put_ftp","PUT FTP","Open Standard (FTP)","TCP","socket","","2","T3_network_needs_ext"
"community","pv_logger","PV Logger","EPICS (Argonne National Lab)","UNKNOWN","","","9","T4_manual_review"
"community","pwm_steering","PWM Steering","Open Source","SERIAL","pyserial","","4","T1b_serial_probe_tbd"
"community","pwm_throttle","PWM Throttle","Open Source","SERIAL","pyserial","","4","T1b_serial_probe_tbd"
"community","pylontech","Pylontech","Pylontech","SERIAL","pyserial","","12","T1b_serial_probe_tbd"
"community","pylontech_rs485","Pylontech Rs485","Pylontech","SERIAL","pyserial","","7","T1b_serial_probe_tbd"
"community","pylon_com","Pylon COM","Basler AG","SERIAL","pyserial","","2","T1b_serial_probe_tbd"
"community","pyroelectric_backend","Generic Pyroelectric Measurement Backend 鍚庣鎺у埗鍣?","Open Source","VISA_SCPI","lantz/VISA","*IDN?","15","T2_visa_needs_rs232_idn"
"community","pyro_io","type: string","","SERIAL","pyserial","","46","T1b_serial_probe_tbd"
"community","python_microscopy__streamer","python_microscopy__streamer","","TCP","socket","","13","T3_network_needs_ext"
"community","py_opticon_socket_client","Generic Py Opticon Socket Client","Open Source","TCP","socket","","6","T3_network_needs_ext"
"community","py_spec_client","type: string","Open Source","UNKNOWN","","","9","T4_manual_review"
"community","qcc","QuTech QCC 涓ぎ鎺у埗鍣?鍒嗘瀽浠櫒 鎺у埗鍣?","QuTech","UNKNOWN","","*IDN?","11","T4_manual_review"
"community","qu_tech_awg__module","type: string","QuTech","UNKNOWN","","wlist:name? %d","22","T4_manual_review"
"community","qu_tech__control_box","'mtiggelman/SPI-rack: Python drivers for the QuTech SPI-rack'","WattRex","UNKNOWN","","","28","T4_manual_review"
"community","qu_tech__duplexer","type: string","QuTech","TCP","socket","","7","T3_network_needs_ext"
"community","qwg","default: null","QuTech","UNKNOWN","","","3","T4_manual_review"
"community","qwg_core","type: string","缁存牴鎶€鏈紙鍖椾含锛夋湁闄愬叕鍙革紙WIGGENS锛?","UNKNOWN","","AWGC:RMO?","52","T4_manual_review"
"community","qxafs__scan","EPICS Quick XAFS Scan Controller 鎺у埗鍣?","EPICS / Synchrotron","UNKNOWN","","","8","T4_manual_review"
"community","qx_client","type: string","QuTech","TCP","socket","","12","T3_network_needs_ext"
"community","q_dac2","type: string","QDevil","VISA_SCPI","lantz/VISA","syst:err:all?","80","T2_visa_needs_rs232_idn"
"community","racal1992","Racal 1992 閫氱敤璁℃暟鍣?","Fluke","UNKNOWN","","T2","4","T4_manual_review"
"community","rail","rail","","TCP","socket","","14","T3_network_needs_ext"
"community","raw2_disk","RAW2 Disk","Open Source","UNKNOWN","","","3","T4_manual_review"
"community","raw_broadcast_udp_client","Generic Raw Broadcast Udp Client","Open Standard","TCP","socket","","38","T3_network_needs_ext"
"community","raw_client","RAW Client","Open Source","TCP","socket","","2","T3_network_needs_ext"
"community","ra_scmu200_audio","R&S CMU200","Rohde & Schwarz","UNKNOWN","","SOURce:AFGenerator:PRIMary:LEVel?","1","T4_manual_review"
"community","reader","Reader","Open Source","UNKNOWN","","","6","T4_manual_review"
"community","real_usb_device","Wasatch Photonics USB鍏夎氨浠?鍒嗘瀽浠櫒 鍏夎氨浠?","Wasatch Photonics","UNKNOWN","","","9","T4_manual_review"
"community","recipe_pusher","recipe_pusher","","TCP","socket","","1","T3_network_needs_ext"
"community","recipe_rule","type: string","","TCP","socket","","418","T3_network_needs_ext"
"community","recorder","default: null","Metrohm Autolab","UNKNOWN","","","10","T4_manual_review"
"community","register_interface","Register Interface","Open Source","SERIAL","pyserial","","4","T1b_serial_probe_tbd"
"community","remote_microscope","type: string","Open Source","TCP","socket","","73","T3_network_needs_ext"
"community","resources","Generic Resources","Open Source","UNKNOWN","","","3","T4_manual_review"
"community","rest_pi_camera","Rest PI Camera","Raspberry Pi Foundation","TCP","socket","","12","T3_network_needs_ext"
"community","ric","Acrichi PTC-86鍏ㄨ嚜鍔ㄥ浐娑蹭竴浣撳惞鎵崟闆嗕华","鍖椾含鑱氳姱杩介绉戞妧鏈夐檺鍏徃","SERIAL","pyserial","","9","T1b_serial_probe_tbd"
"community","rigol","RIGOL Rigol","RIGOL Technologies","VISA_SCPI","lantz/VISA","DISPlay:BOOKmark1:XPOSition?","44","T2_visa_needs_rs232_idn"
"community","rigol1054z","RIGOL DS1054Z 50MHz 4-Channel Digital Oscilloscope","Rigol","UNKNOWN","","*IDN?","20","T4_manual_review"
"community","rigol_ds1000_series","DS1000Z-E","Rigol","UNKNOWN","",":ACQ:AVER?","4","T4_manual_review"
"community","rigol_ds4043","DHO4000","Rigol","VISA_SCPI","lantz/VISA","TIM:OFFS?","2","T2_visa_needs_rs232_idn"
"community","rigol_dsa800_wrapper","DSA800","Rigol","UNKNOWN","","*OPC?","30","T4_manual_review"
"community","robotell_bus","Robotell BUS","Robotell","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","robotiq_gripper","Robotiq 鏈哄櫒浜哄す鐖?鏈烘鑷?澶圭埅","Robotiq Inc.","TCP","socket","","14","T3_network_needs_ext"
"community","robo_hat_controller","Robotics Masters Robo Hat","Robotics Masters","SERIAL","pyserial","","5","T1b_serial_probe_tbd"
"community","robo_hat_driver","Robotics Masters Robo Hat","Robotics Masters","SERIAL","pyserial","","6","T1b_serial_probe_tbd"
"community","rohde_schwarz_nrvs","Rohde Schwarz Nrvs","Rohde & Schwarz","UNKNOWN","","ZV","5","T4_manual_review"
"community","rohde_schwarz_shm52","Test and measurement","Rohde & Schwarz","UNKNOWN","","RF?","3","T4_manual_review"
"community","rotary_encoder","Rotary Encoder","Open Source","SERIAL","pyserial","","3","T1b_serial_probe_tbd"
"community","routable","Routable","Open Source","SERIAL","pyserial","","8","T1b_serial_probe_tbd"
"community","rp_lidar","RP Lidar","SLAMTEC","SERIAL","pyserial","","3","T1b_serial_probe_tbd"
"community","rp_lidar2","RP Lidar2","SLAMTEC","SERIAL","pyserial","","5","T1b_serial_probe_tbd"
"community","rs_hmp4040","R&S庐HMP4000 Power supply series","Rohde & Schwarz","UNKNOWN","","*IDN?","16","T4_manual_review"
"community","rs_instrument","Rohde & Schwarz 閫氱敤浠櫒鎺ュ彛","String","VISA_SCPI","lantz/VISA","*IDN?","104","T2_visa_needs_rs232_idn"
"community","rtde","Universal Real-Time Data Exchange Protocol","Universal Robots","SERIAL","pyserial","","13","T1b_serial_probe_tbd"
"community","rto1024_scope","R&amp;S庐RTO2000 oscilloscope","Rohde & Schwarz","UNKNOWN","","STOP;*OPC?","2","T4_manual_review"
"community","rto_scope","Rohde R&S RTO Series Real-Time Oscilloscope 绀烘尝鍣?","Rohde & Schwarz","VISA_SCPI","lantz/VISA","*IDN?","49","T2_visa_needs_rs232_idn"
"community","rt__backend__active","Generic RT Measurement Backend (Active) 鍚庣鎺у埗鍣?","Open Source","VISA_SCPI","lantz/VISA","*IDN?","14","T2_visa_needs_rs232_idn"
"community","rt__backend__passive","Generic RT Measurement Backend (Passive) 鍚庣鎺у埗鍣?","Open Source","VISA_SCPI","lantz/VISA","*IDN?","10","T2_visa_needs_rs232_idn"
"community","rule","type: string","","TCP","socket","","144","T3_network_needs_ext"
"community","rule_server","rule_server","","TCP","socket","","9","T3_network_needs_ext"
"community","r_py_lidar","Slamtec RPLiDAR Laser Range Scanner 鎵弿浠?","Slamtec","SERIAL","pyserial","","24","T1b_serial_probe_tbd"
"community","safe_buffer_access","B.safe 楂樻晥娑茬浉鑹茶氨锛圚PLC锛夋憾鍓備緵搴斿瑁?","涓婃捣楠婅憜绉戝浠櫒鏈夐檺鍏徃","MODBUS","modbus","","46","T2m_modbus_probeable"
"community","sc10","str","Thorlabs","UNKNOWN","","id?","4","T4_manual_review"
"community","scanner_interface","Scanner Interface","Open Source","SERIAL","pyserial","","2","T1b_serial_probe_tbd"
"community","scan_file","default: null","鑱氭摌鍥介檯璐告槗锛堜笂娴凤級鏈夐檺鍏徃","UNKNOWN","","","14","T4_manual_review"
"community","scene","Scene","Open Source","UNKNOWN","","","16","T4_manual_review"
"community","scientifica_control_thread","type: string","Scientifica","UNKNOWN","","","11","T4_manual_review"
"community","scpi","default: null","Open Standard (SCPI)","TCP","socket","*IDN?","22","T3_network_needs_ext"
"community","scpi_device","scpi_device","","UNKNOWN","","*IDN?","85","T4_manual_review"
"community","scpi_device_searcher","scpi_device_searcher","","SERIAL","pyserial","*IDN?","8","T1_serial_probe_ready"
"community","scpi_functional","Physik Physik Instrumente Scpi Functional","Physik Instrumente (PI)","SERIAL","pyserial","","17","T1b_serial_probe_tbd"
"community","scpi_function_generator","Physik Instrumente Scpi Function Generator 浠櫒 鍒嗘瀽浠櫒 鍑芥暟淇″彿鍙戠敓鍣?","Physik Instrumente (PI)","TCP","socket","VOLT:UNIT?","4","T3_network_needs_ext"
"community","scpi_multimeter","Physik Instrumente Scpi Multimeter 浠櫒 鍒嗘瀽浠櫒 涓囩敤琛?","Physik Instrumente (PI)","TCP","socket","CONF?","11","T3_network_needs_ext"
"community","scpi__instrument","Scpi Instrument","Open Standard (SCPI)","VISA_SCPI","lantz/VISA","*IDN?","15","T2_visa_needs_rs232_idn"
"community","sdk_wrapper","type: string","","SERIAL","pyserial","","241","T1b_serial_probe_tbd"
"community","sdm630","Sdm630","Eastron","MODBUS","modbus","","1","T2m_modbus_probeable"
"community","seeed_bus","Seeed Studio Seeed Bus","Seeed Studio","SERIAL","pyserial","","6","T1b_serial_probe_tbd"
"community","seekable","Seekable","Open Source","UNKNOWN","","","10","T4_manual_review"
"community","sensirion_ekh4","Sensirion","Sensirion AG","UNKNOWN","","","4","T4_manual_review"
"community","sensirion_sensor_bridge","Sensirion AG Sensirion Sensor Bridge","Sensirion AG","SERIAL","pyserial","","7","T1b_serial_probe_tbd"
"community","sensirion_sht85","SHT85 - 卤1.5% Digital pin-type humidity and temperature sensor","Sensirion AG","UNKNOWN","","","14","T4_manual_review"
"community","sensor_polling_thread","Sensor Polling Thread","Open Source","UNKNOWN","","","6","T4_manual_review"
"community","seq_gen","FPGA Sequencer Generator","Open Source","UNKNOWN","","","14","T4_manual_review"
"community","serial","Serial","Open Standard","SERIAL","pyserial","","5","T1b_serial_probe_tbd"
"community","serial_bus","Open Standard Serial Bus","Open Standard","SERIAL","pyserial","","3","T1b_serial_probe_tbd"
"community","serial_client","Serial Client","Open Standard","SERIAL","pyserial","","1","T1b_serial_probe_tbd"
"community","serial_command_interface","type: string","","SERIAL","pyserial","","233","T1b_serial_probe_tbd"
"community","serial_connection","type: string","","SERIAL","pyserial","","117","T1b_serial_probe_tbd"
"community","serial_controller","Open Standard Serial","Open Standard","SERIAL","pyserial","","3","T1b_serial_probe_tbd"
"community","serial_data_interface","serial_data_interface","","SERIAL","pyserial","","2","T1b_serial_probe_tbd"
"community","serial_device","Serial Device","Open Standard","SERIAL","pyserial","","12","T1b_serial_probe_tbd"
"community","serial_driver","Generic Serial Driver 涓插彛璁惧","Open Standard","VISA_SCPI","lantz/VISA","","5","T2_visa_needs_rs232_idn"
"community","serial_interface","type: string","","SERIAL","pyserial","","233","T1b_serial_probe_tbd"
"community","serial_line_reader","Serial Line Reader","Open Standard","SERIAL","pyserial","","5","T1b_serial_probe_tbd"
"community","serial_port","Serial Port","Open Standard","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","serial_to_i2_c","Open Standard Serial To I2 C","Open Standard","UNKNOWN","","","5","T4_manual_review"
"community","serial_visa_driver","Generic Serial Visa Driver 涓插彛璁惧","National Instruments (VISA)","VISA_SCPI","lantz/VISA","","5","T2_visa_needs_rs232_idn"
"community","servo_blaster","Servo Blaster","Servo Blaster (Open Source)","SERIAL","pyserial","","3","T1b_serial_probe_tbd"
"community","servo_fiber_shaker","type: string","","SERIAL","pyserial","","418","T1b_serial_probe_tbd"
"community","sftp_wrapper","Newport Corporation Sftp Wrapper 椹卞姩灏佽 鑷姩鍖栬澶?椹卞姩灏佽","Newport Corporation (MKS)","UNKNOWN","","","7","T4_manual_review"
"community","shared_serial","Shared Serial","Open Standard","SERIAL","pyserial","","5","T1b_serial_probe_tbd"
"community","shutter","default: null","Open Source","UNKNOWN","","","40","T4_manual_review"
"community","siteclient","type: string","D-TACQ Solutions","TCP","socket","","6","T3_network_needs_ext"
"community","si_tcp","Open Standard SiTcp transport layer.transport","Open Standard","TCP","socket","","6","T3_network_needs_ext"
"community","si_uart","SI Uart","Open Standard","SERIAL","pyserial","","4","T1b_serial_probe_tbd"
"community","slave_serial_worker","Slave Serial Worker","Open Standard","SERIAL","pyserial","","2","T1b_serial_probe_tbd"
"community","slcan_bus","Slcan BUS","Open Standard (SLCAN)","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","slew__scan","EPICS Slew Scan Controller 鎺у埗鍣?","EPICS / Synchrotron","UNKNOWN","","","8","T4_manual_review"
"community","slew__scan1_d","EPICS Slew Scan 1D Controller 鎺у埗鍣?","EPICS / Synchrotron","UNKNOWN","","","6","T4_manual_review"
"community","socket","Socket","Open Standard","TCP","socket","","5","T3_network_needs_ext"
"community","socketcan_bus","Socketcan BUS","Open Standard (SocketCAN)","TCP","socket","","3","T3_network_needs_ext"
"community","socket_can_daemon_bus","Open Standard Socket Can Bus","Open Standard","TCP","socket","","2","T3_network_needs_ext"
"community","socket_communicator","Generic Socket Communicator","Open Standard","TCP","socket","","9","T3_network_needs_ext"
"community","source_ac","Source AC","Open Source","UNKNOWN","","","4","T4_manual_review"
"community","spd1000","SPD1168X","Siglent","VISA_SCPI","lantz/VISA","CURR?","13","T2_visa_needs_rs232_idn"
"community","spectra_iii_light_engine","Spectra III Light Engine","Lumencor","SERIAL","pyserial","","1","T1b_serial_probe_tbd"
"community","spectrometer","No Spectrometer Connected","Open Source","UNKNOWN","","","6","T4_manual_review"
"community","spi","SPI","Open Standard","UNKNOWN","","","16","T4_manual_review"
"community","spidr_controller","Spidr Controller","Nikhef","TCP","socket","","74","T3_network_needs_ext"
"community","spi_device","type: string","澶嶇撼绉戝浠櫒锛堜笂娴凤級鏈夐檺鍏徃","SERIAL","pyserial","","21","T1b_serial_probe_tbd"
"community","spool_local_localization_rule","spool_local_localization_rule","","TCP","socket","","1","T3_network_needs_ext"
"community","sr830","Lock In Amplifier - SR830","Stanford Research Systems","VISA_SCPI","lantz/VISA","PHAS?","44","T2_visa_needs_rs232_idn"
"community","sr830_gpib","Stanford SRS SR830 Lock-In Amplifier (GPIB) 閿佺浉鏀惧ぇ鍣?","Stanford Research Systems","VISA_SCPI","lantz/VISA","PHAS?","56","T2_visa_needs_rs232_idn"
"community","sr830_serial","Stanford SRS SR830 Lock-In Amplifier (Serial) 閿佺浉鏀惧ぇ鍣?","Stanford Research Systems","VISA_SCPI","lantz/VISA","PHAS?","56","T2_visa_needs_rs232_idn"
"community","srs345","Function Generator - DS345","Stanford Research Systems","UNKNOWN","","AMPL?","4","T4_manual_review"
"community","srs830","Stanford Research Systems Srs830 绯荤粺 鍒嗘瀽浠櫒 閫忓皠鐢靛瓙鏄惧井闀?","Stanford Research Systems","UNKNOWN","","SRAT?","22","T4_manual_review"
"community","srsdg645","Digital Delay/Pulse Generator - DG645","Stanford Research Systems","UNKNOWN","","DISP?","17","T4_manual_review"
"community","ssh_client","SSH Client","Open Standard (SSH)","UNKNOWN","","","9","T4_manual_review"
"community","standard_frame_source","type: string","","TCP","socket","","418","T3_network_needs_ext"
"community","star_backend","Starna 鐢ㄤ簬鍚勭鍏夎氨浠殑鐭宠嫳鏍峰搧姣旇壊姹?","鍗庢磱绉戜华","SERIAL","pyserial","","277","T1b_serial_probe_tbd"
"community","static_dds","default: null","Open Source","UNKNOWN","","","38","T4_manual_review"
"community","step_scan","EPICS Step Scan Controller 鎺у埗鍣?","EPICS / Synchrotron","UNKNOWN","","","26","T4_manual_review"
"community","stpdrv","Stpdrv","Open Source","VISA_SCPI","lantz/VISA","t","13","T2_visa_needs_rs232_idn"
"community","stream","type: string","","TCP","socket","","418","T3_network_needs_ext"
"community","streamer","Generic Streamer","Open Source","SERIAL","pyserial","","9","T1b_serial_probe_tbd"
"community","streamer_lsl","OpenBCI OpenBCI LSL Data Streamer","OpenBCI","UNKNOWN","","","10","T4_manual_review"
"community","stream_client","Stream","Open Source","TCP","socket","","0","T3_network_needs_ext"
"community","stream_pipe","Stream Pipe","Open Source","SERIAL","pyserial","","3","T1b_serial_probe_tbd"
"community","stream_serial","Stream Serial","Open Standard","SERIAL","pyserial","","3","T1b_serial_probe_tbd"
"community","stream_socket","Stream Socket","Open Standard","SERIAL","pyserial","","2","T1b_serial_probe_tbd"
"community","sutter_device","Sutter Device","Sutter Instrument","SERIAL","pyserial","","11","T1b_serial_probe_tbd"
"community","sync_unix_client","Open Standard Sync Unix","Open Standard","TCP","socket","","6","T3_network_needs_ext"
"community","tc038","Generic TC038 Temperature Controller 娓╁害鎺у埗鍣?","Novus Automation","UNKNOWN","","INF6","7","T4_manual_review"
"community","tc038_d","Generic TC038D Temperature Controller 娓╁害鎺у埗鍣?","Novus Automation","MODBUS","modbus","","5","T2m_modbus_probeable"
"community","tc200","Thorlabs TC200 Temperature Controller","Thorlabs","UNKNOWN","","*IDN?","1","T4_manual_review"
"community","tcpip_connection","tcpip_connection","","SERIAL","pyserial","","8","T1b_serial_probe_tbd"
"community","tcpip_instr_vicp","type: string","Open Standard (VICP)","VISA_SCPI","lantz/VISA","","18","T2_visa_needs_rs232_idn"
"community","tcp_client","TCP Client","Open Standard","SERIAL","pyserial","","1","T1b_serial_probe_tbd"
"community","tcp_client_value","TCP Client Value","Open Standard","TCP","socket","","5","T3_network_needs_ext"
"community","tcp_port_mapper_client","TCP Port Mapper Client 缃戠粶绔彛鏄犲皠瀹㈡埛绔?","Open Source","TCP","socket","","37","T3_network_needs_ext"
"community","tcp_raw_driver","Generic Tcp Raw Driver","Open Standard","VISA_SCPI","lantz/VISA","","5","T2_visa_needs_rs232_idn"
"community","tcp_sampler","TCP Sampler","Open Standard","TCP","socket","","11","T3_network_needs_ext"
"community","tcp_serve_value","TCP Serve Value","Open Standard","TCP","socket","","3","T3_network_needs_ext"
"community","tds1002b","Tektronix TDS1002B Digital Storage Oscilloscope","Tektronix","VISA_SCPI","lantz/VISA","*IDN?","1","T2_visa_needs_rs232_idn"
"community","tds1012","Tektronix TDS1012 Digital Storage Oscilloscope","Tektronix","VISA_SCPI","lantz/VISA","*IDN?","17","T2_visa_needs_rs232_idn"
"community","tds2024","Tektronix TDS2024 Digital Storage Oscilloscope","Tektronix","VISA_SCPI","lantz/VISA","ID?","14","T2_visa_needs_rs232_idn"
"community","tek_dpo4104","Tektronix DPO4104 Digital Phosphor Oscilloscope","Tektronix","TCP","socket","DAT:STOP?","1","T3_network_needs_ext"
"community","tek_dpo70000","MSO/DPO70000DX","Tektronix","TCP","socket","DAT:SOU?","4","T3_network_needs_ext"
"community","tek_series_curve_feat","AMPTEK AMPTEK FASTSDD DP5-X","AMPTEK INC.","VISA_SCPI","lantz/VISA","display:global:{}:state?","1","T2_visa_needs_rs232_idn"
"community","tek_tds224","Tektronix TDS224 Digital Real-Time Oscilloscope","Tektronix","TCP","socket","CURVE?","1","T3_network_needs_ext"
"community","tek_tds5xx","TDS5000 Series Digital Phosphor Oscilloscopes","Tektronix","TCP","socket","CURVE?","2","T3_network_needs_ext"
"community","telnet","Telnet","Open Standard (Telnet)","TCP","socket","","24","T3_network_needs_ext"
"community","temper_device","A TEMPer USB thermometer","TEMPer (PCsensor)","UNKNOWN","","","6","T4_manual_review"
"community","temp_dir_collection","type: string","","TCP","socket","Warning: inline data between tags?!\n","4","T3_network_needs_ext"
"community","tf_mini","Benewake Tf Mini","Benewake","SERIAL","pyserial","","5","T1b_serial_probe_tbd"
"community","thermo_fisher_thermocycler_backend","ThermoScientific KingFisher Flex鍏ㄨ嚜鍔ㄦ牳閰告彁鍙栦华","璧涢粯椋炰笘灏旂鎶€鐢熷懡绉戝浜у搧","TCP","socket","","47","T3_network_needs_ext"
"community","thorlabs_filter_wheel","Thorlabs Filter Wheel","Thorlabs","SERIAL","pyserial","","0","T1b_serial_probe_tbd"
"community","thorlabs_fw102_c","FW102CSix-Position Motorized Filter Wheel for 脴1"" (脴25 mm) Optics","Thorlabs","SERIAL","pyserial","","0","T1b_serial_probe_tbd"
"community","thorlabs_fw212_c","FW212CTwelve-Position Motorized Filter Wheel for 脴1/2"" (脴12.5 mm) Optics","Thorlabs","SERIAL","pyserial","","0","T1b_serial_probe_tbd"
"community","thorlabs_pm100_a_wrapper","PM100ACompact Power Meter Console, Mechanical Analog & Graphical LC Display","Thorlabs","UNKNOWN","","*IDN?","4","T4_manual_review"
"community","thor_labs_apt","str","Thorlabs","UNKNOWN","","","1","T4_manual_review"
"community","tiger_controller","Applied ASI Tiger Controller 鎺у埗鍣?","Applied Scientific Instrumentation","SERIAL","pyserial","","52","T1b_serial_probe_tbd"
"community","tomato_jumo_0cc24ae2","JUMO Quantrol LC100/LC200/LC300 PID鎺у埗鍣?","JUMO","SERIAL","pyserial","","1","T1b_serial_probe_tbd"
