"source","folder","name","manufacturer","conn","framework","probe_cmd","actions","verdict"
"community","gh_agilent_e4980a","str","Keysight","SERIAL","pyserial","","11","T1b_serial_probe_tbd"
"community","gh_agilent_e5270b","Current-Voltage Analyzers: E5270B","Keysight","VISA_SCPI","scpi-framework","","20","T2_visa_needs_rs232_idn"
"community","gh_agilent_hplc_chemstation","1260 Infinity III 液相色谱系统","Agilent","UNKNOWN","","","17","T4_manual_review"
"community","gh_agilent_vspin","Agilent V-Spin Microplate Centrifuge","Agilent","SERIAL","pyserial","","17","T1b_serial_probe_tbd"
"community","gh_aja_dcxs","AJA International, Inc. Sputtering Tools and Systems","AJA","VISA_SCPI","lantz/VISA","","2","T2_visa_needs_rs232_idn"
"community","gh_aja_international_dcxs_750","AJA International, Inc. Sputtering Tools and Systems","AJA","VISA_SCPI","lantz/VISA","","2","T2_visa_needs_rs232_idn"
"community","gh_andeen_hagerling_ah2500a","Andeen-Hagerling AH 2500A Capacitance Bridge","Andeen-Hagerling","VISA_SCPI","scpi-framework","","2","T2_visa_needs_rs232_idn"
"community","gh_andeen_hagerling_ah2700a","Andeen-Hagerling AH 2700A Capacitance Bridge","Andeen-Hagerling","VISA_SCPI","scpi-framework","*IDN?","2","T2_visa_needs_rs232_idn"
"community","gh_andeen_hagerling_ah_2500a","Andeen-Hagerling AH 2500A Capacitance Bridge","Andeen-Hagerling","VISA_SCPI","scpi-framework","","2","T2_visa_needs_rs232_idn"
"community","gh_andeen_hagerling_ah_2700a","Andeen-Hagerling AH 2700A Capacitance Bridge","Andeen-Hagerling","VISA_SCPI","scpi-framework","*IDN?","2","T2_visa_needs_rs232_idn"
"community","gh_applied_biosystems_quantstudio_3","QuantStudio&trade; 3 Real-Time PCR System, 96-well, 0.2 mL, laptop","Thermo Fisher","TCP","network/rest","","5","T3_network_needs_ext"
"community","gh_applied_biosystems_quantstudio_5","QuantStudio&trade; 5 Real-Time PCR System, 96-well, 0.2 mL, desktop","Thermo Fisher","TCP","network/rest","","5","T3_network_needs_ext"
"community","gh_applied_biosystems_quantstudio_6_flex","QuantStudio 6 and 7 Flex Real-Time PCR Systems","Thermo Fisher","TCP","network/rest","","5","T3_network_needs_ext"
"community","gh_applied_biosystems_viia_7","Applied Biosystems Real-Time PCR Instruments","Thermo Fisher","TCP","network/rest","","5","T3_network_needs_ext"
"community","gh_arbin_mits_pro","Battery Test Equipment","Arbin","TCP","socket","","2","T3_network_needs_ext"
"community","gh_avantes_avaspec_2048_2","You searched for","Avantes","UNKNOWN","","","49","T4_manual_review"
"community","gh_azenta_a4s","Azenta a4S","Azenta","SERIAL","pyserial","","0","T1b_serial_probe_tbd"
"community","gh_biotek_cytation_5","BioTek Cytation 5","Agilent","SERIAL","pyserial","","17","T1b_serial_probe_tbd"
"community","gh_biotek_el406","BioTek EL406 Washer Dispenser","Agilent","UNKNOWN","","","20","T4_manual_review"
"community","gh_bk_precision_891","Model 891","BK Precision","SERIAL","pyserial","*IDN?","37","T1_serial_probe_ready"
"community","gh_boston_micromachines_","Deformable Mirrors for Wavefront Control","Boston Micromachines","SERIAL","pyserial","","25","T1b_serial_probe_tbd"
"community","gh_brooks_xpeel","Brooks XPeel","Brooks","SERIAL","pyserial","","20","T1b_serial_probe_tbd"
"community","gh_bruker_vertex_80v","VERTEX Research FT-IR Spectrometer","Bruker","UNKNOWN","","CLOSE_OPUS","21","T4_manual_review"
"community","gh_chemyx_fusion","Fusion 100X Precision Dosing Two-Channel Infusion Syringe Pump","Chemyx","SERIAL","pyserial","","7","T1b_serial_probe_tbd"
"community","gh_ch_instruments_chi1205b","CH Instruments CHI1205B","CH Instruments","UNKNOWN","","","13","T4_manual_review"
"community","gh_ch_instruments_chi601e","CH Instruments CHI601E","CH Instruments","UNKNOWN","","","13","T4_manual_review"
"community","gh_ch_instruments_chi760e","CH Instruments CHI760E","CH Instruments","UNKNOWN","","","13","T4_manual_review"
"community","gh_cincinnati_sub_zero_ezt_570i","EZT-570 Touch Screen Controller","Cincinnati Sub-Zero","UNKNOWN","","","12","T4_manual_review"
"community","gh_dobot_magician","Magician Robot","Dobot","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","gh_dwyer_16b","Dwyer Series 16B Temperature Controller","Dwyer","SERIAL","pyserial","","17","T1b_serial_probe_tbd"
"community","gh_epson_scara_rc90","Epson SCARA","Epson","TCP","network-framework","ResetRobotStatus","6","T3_network_needs_ext"
"community","gh_espec_","Environmental Test Chambers | Products | Products & Services","Espec","SERIAL","pyserial","","63","T1b_serial_probe_tbd"
"community","gh_espec_p300","Bench-Top Type Temperature (& Humidity) Chamber | Environmental Test Chambers","Espec","SERIAL","pyserial","","63","T1b_serial_probe_tbd"
"community","gh_eurotherm_2408","Eurotherm 2408","Eurotherm","SERIAL","pyserial","","6","T1b_serial_probe_tbd"
"community","gh_eurotherm_2416","Eurotherm 2416","Eurotherm","SERIAL","pyserial","","12","T1b_serial_probe_tbd"
"community","gh_eurotherm_3216","3216 IGES file","Eurotherm","SERIAL","pyserial","","4","T1b_serial_probe_tbd"
"community","gh_eurotherm_3500","Eurotherm 3500/3504","Eurotherm","MODBUS","modbus","","1","T2m_modbus_probeable"
"community","gh_fanuc_m_900ib","FANUC M-900iB/700","FANUC","TCP","socket","","44","T3_network_needs_ext"
"community","gh_gilson_402","Gilson 402 Syringe Pump","Gilson","TCP","network-framework","SELECT guid FROM sketches WHERE guid = ?","18","T3_network_needs_ext"
"community","gh_harvard_apparatus_pump_11","Standard Infuse/Withdraw PHD 22/2000 Syringe Pumps","Harvard Apparatus","SERIAL","pyserial","","9","T1b_serial_probe_tbd"
"community","gh_heidolph_mr_hei_connect","Heidolph MR Hei-Connect Magnetic Stirrer","Heidolph","SERIAL","pyserial","","5","T1b_serial_probe_tbd"
"community","gh_hioki_im3536","Hioki IM3536","Hioki","UNKNOWN","","*IDN?","2","T4_manual_review"
"community","gh_hp_5890_gc__5971","气质联用系统","Agilent","UNKNOWN","","","19","T4_manual_review"
"community","gh_idex_rheodyne_mx_series_ii","Rheodyne MX II Stand-Alone Valves","IDEX Health & Science","SERIAL","pyserial","","8","T1b_serial_probe_tbd"
"community","gh_ika_eurostar_60","EUROSTAR 60 digital","IKA","SERIAL","pyserial","","3","T1b_serial_probe_tbd"
"community","gh_ika_matrix_orbital","MATRIX Orbital","IKA","SERIAL","pyserial","","3","T1b_serial_probe_tbd"
"community","gh_ika_plate_rct_digital","Magnetrührer Heizrührer Laborrührer Rührer Mischen","IKA","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","gh_ika_rct_5_digital","RCT 5 digital","IKA","SERIAL","pyserial","","3","T1b_serial_probe_tbd"
"community","gh_illumina_hiseq_2500","Sequencing platforms","Illumina","UNKNOWN","","","22","T4_manual_review"
"community","gh_imagine_optic_mirao_52e","Imagine Optic Mirao 52e","Imagine Optic","SERIAL","pyserial","","25","T1b_serial_probe_tbd"
"community","gh_intellemetrics_il800","IL570 Overview","Intellemetrics","SERIAL","pyserial","","4","T1b_serial_probe_tbd"
"community","gh_iorodeo_rodeostat","Rodeostat: open source potentiostat","IoRodeo","SERIAL","pyserial","","57","T1b_serial_probe_tbd"
"community","gh_ismatec_reglo_icc","Ismatec Reglo ICC","Ismatec","UNKNOWN","","1#","33","T4_manual_review"
"community","gh_jenway_6305","Cole Parmer® Lab Equipment and Cole Parmer® Essentials Supplies","Jenway","SERIAL","pyserial","","13","T1b_serial_probe_tbd"
"community","gh_julabo_fp51_sl","Julabo FP51-SL","Julabo","SERIAL","pyserial","VERSION","30","T1_serial_probe_ready"
"community","gh_kd_scientific_legato_100","Legato® 100 Syringe Pump","KD Scientific","SERIAL","pyserial","","13","T1b_serial_probe_tbd"
"community","gh_keithley_2400","Keithley 2400 Standard Series SMU","Tektronix","VISA_SCPI","scpi-framework","","30","T2_visa_needs_rs232_idn"
"community","gh_keithley_2401","Keithley 2400 Standard Series SMU","Tektronix","VISA_SCPI","scpi-framework",":READ?","3","T2_visa_needs_rs232_idn"
"community","gh_keithley_2450","Keithley 2450","Tektronix","VISA_SCPI","scpi-framework","","17","T2_visa_needs_rs232_idn"
"community","gh_keithley_2600","2600B Series SMU","Tektronix","VISA_SCPI","scpi-framework","","21","T2_visa_needs_rs232_idn"
"community","gh_keithley_2601b","2600B Series SMU","Tektronix","VISA_SCPI","scpi-framework","*IDN?","1","T2_visa_needs_rs232_idn"
"community","gh_keithley_2602b","2600B Series SMU","Tektronix","VISA_SCPI","scpi-framework","*IDN?","1","T2_visa_needs_rs232_idn"
"community","gh_keithley_2604b","2600B Series SMU","Tektronix","VISA_SCPI","scpi-framework","*IDN?","1","T2_visa_needs_rs232_idn"
"community","gh_keithley_2614b","2600B Series SMU","Tektronix","VISA_SCPI","scpi-framework","*IDN?","1","T2_visa_needs_rs232_idn"
"community","gh_keithley_2636b","2600B Series SMU","Tektronix","VISA_SCPI","scpi-framework","*IDN?","1","T2_visa_needs_rs232_idn"
"community","gh_keithley_6220","Keithley 6220","Tektronix","VISA_SCPI","scpi-framework","","10","T2_visa_needs_rs232_idn"
"community","gh_keithley_6221","Keithley 6221","Tektronix","VISA_SCPI","scpi-framework","","21","T2_visa_needs_rs232_idn"
"community","gh_keithley_6430","Keithley 6430","Tektronix","VISA_SCPI","scpi-framework",":READ?","4","T2_visa_needs_rs232_idn"
"community","gh_keithley_6514","Keithley 6514","Tektronix","VISA_SCPI","scpi-framework","FETC?","3","T2_visa_needs_rs232_idn"
"community","gh_keithley_6517b","Keithley 6517B","Tektronix","VISA_SCPI","scpi-framework","","14","T2_visa_needs_rs232_idn"
"community","gh_kern_eoc","KERN & SOHN: Der Experte für Waagen, Mikroskope & Messgeräte","Kern","SERIAL","pyserial","","1","T1b_serial_probe_tbd"
"community","gh_keysight_b1500","B1500A Semiconductor Device Parameter Analyzer / Semiconductor Characterization","Keysight","VISA_SCPI","scpi-framework","","18","T2_visa_needs_rs232_idn"
"community","gh_keysight_b2962a","B2962A 6.5-Digit Low Noise Power Source [Discontinued]","Keysight","VISA_SCPI","scpi-framework","","18","T2_visa_needs_rs232_idn"
"community","gh_keysight_e4980a","Benchtop LCR Meters: E4980A","Keysight","VISA_SCPI","scpi-framework","","18","T2_visa_needs_rs232_idn"
"community","gh_knauer_k_120","Knauer K-120","Knauer","TCP","network-framework","V?","2","T3_network_needs_ext"
"community","gh_lakeshore_331","Model 331 Cryogenic Temperature Controller","Lake Shore","VISA_SCPI","scpi-framework","","5","T2_visa_needs_rs232_idn"
"community","gh_lakeshore_336","Model 336 cryogenic temperature controller","Lake Shore","VISA_SCPI","scpi-framework","RDGFIELD?","1","T2_visa_needs_rs232_idn"
"community","gh_lakeshore_340","Model 340 Cryogenic Temperature Controller","Lake Shore","VISA_SCPI","scpi-framework","RDGFIELD?","1","T2_visa_needs_rs232_idn"
"community","gh_lakeshore_370","Model 370 AC Resistance Bridge","Lake Shore","VISA_SCPI","scpi-framework","RDGFIELD?","1","T2_visa_needs_rs232_idn"
"community","gh_lakeshore_model_325","Model 325 cryogenic temperature controller","Lake Shore","VISA_SCPI","scpi-framework","","30","T2_visa_needs_rs232_idn"
"community","gh_lakeshore_model_335","Model 335 cryogenic temperature controller","Lake Shore","VISA_SCPI","lantz/VISA","","10","T2_visa_needs_rs232_idn"
"community","gh_lake_shore_m81","M81-SSM Synchronous Source Measure System","Lake Shore","VISA_SCPI","scpi-framework","","14","T2_visa_needs_rs232_idn"
"community","gh_liconic_stx88","The Storex STX Line","LiCONiC","TCP","socket","","19","T3_network_needs_ext"
"community","gh_maccor_macnet","Next Generation Battery Tester","Maccor","TCP","socket","","2","T3_network_needs_ext"
"community","gh_magritek_spinsolve","null","Magritek","UNKNOWN","","","18","T4_manual_review"
"community","gh_masterflex_cole_parmer_l","Masterflex (Cole-Parmer) L/S 07523系列","Masterflex","SERIAL","pyserial","","21","T1b_serial_probe_tbd"
"community","gh_metrohm_autolab_pgstat","Metrohm Autolab PGSTAT Potentiostat","Metrohm Autolab","SW_AUTO","windows-sw-automation","","13","T3s_sw_automation"
"community","gh_mettler_toledo_mt_sics","str","Mettler Toledo","VISA_SCPI","scpi-framework","TAC","5","T2_visa_needs_rs232_idn"
"community","gh_mettler_toledo_quantos_q2","Mettler Toledo Quantos Q2","Mettler Toledo","SERIAL","pyserial","","22","T1b_serial_probe_tbd"
"community","gh_mettler_toledo_xs204mt_sics","Analytical Balances","Mettler Toledo","SERIAL","pyserial","","13","T1b_serial_probe_tbd"
"community","gh_mettler_toledo_xs204_mt_sics","Mettler Toledo XS204","Mettler Toledo","SERIAL","pyserial","","13","T1b_serial_probe_tbd"
"community","gh_molecular_devices_imagexpress_pico","ImageXpress Pico Automated Cell Imaging System","Molecular Devices","ROBOT","robot/ros-sdk","","12","T3r_robot_sdk"
"community","gh_montana_instruments_cryostation","str","Montana Instruments","SERIAL","pyserial","","11","T1b_serial_probe_tbd"
"community","gh_neware_bts_8_0","Neware BTS 8.0系列","Neware","TCP","socket","","16","T3_network_needs_ext"
"community","gh_nikon_ti2_e","ECLIPSE Ti2 Series","Nikon","USB_SDK","usb/dll","","30","T3u_usb_sdk_not_serial"
"community","gh_novocontrol_alpha_analyzer","Run1","Novocontrol","UNKNOWN","","","13","T4_manual_review"
"community","gh_omega_iseries","OMEGA iSeries Temperature/Process Controller","Omega Engineering","SERIAL","pyserial","","2","T1b_serial_probe_tbd"
"community","gh_openids_openids_v1","INDUCTION LAUNCHER","OpenIDS","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","gh_opentrons_temperature_module","Opentrons Temperature Module","Opentrons","SERIAL","pyserial","M115","9","T1_serial_probe_ready"
"community","gh_oxford_instruments_itc503","Oxford Instruments ITC503","Oxford Instruments","VISA_SCPI","scpi-framework","","3","T2_visa_needs_rs232_idn"
"community","gh_oxford_instruments_triton","Oxford Instruments Triton","Oxford Instruments","VISA_SCPI","scpi-framework","*IDN?","2","T2_visa_needs_rs232_idn"
"community","gh_palmsens_palmsens4","PalmSens4","PalmSens","SW_AUTO","windows-sw-automation","","22","T3s_sw_automation"
"community","gh_pco_pco_edge_4_2","pco.edge Cooled sCMOS Cameras","PCO","USB_SDK","usb/dll","","5","T3u_usb_sdk_not_serial"
"community","gh_polyscience_4100","Refrigerated/Heated Circulating Baths","PolyScience","TCP","socket","","13","T3_network_needs_ext"
"community","gh_polyscience_advanced_digital","Refrigerated/Heated Circulating Baths","PolyScience","TCP","socket","","13","T3_network_needs_ext"
"community","gh_precise_automation_pf400","Precise Automation PF400","Precise Automation","TCP","network-framework","","46","T3_network_needs_ext"
"community","gh_quantum_design_opticool","Quantum Design OptiCool","Quantum Design","VISA_SCPI","lantz/VISA","*IDN?","5","T2_visa_needs_rs232_idn"
"community","gh_radwag_r","Look again","Radwag","SERIAL","pyserial","*IDN?","18","T1_serial_probe_ready"
"community","gh_renishaw_invia_qontor","Renishaw: inVia confocal Raman microscope","Renishaw","UNKNOWN","","","2","T4_manual_review"
"community","gh_sartorius_ea","Laboratory Balances & Scales","Sartorius","SERIAL","pyserial","","5","T1b_serial_probe_tbd"
"community","gh_sartorius_entris","Entris® II Laboratory Balances","Sartorius","UNKNOWN","","","3","T4_manual_review"
"community","gh_sartorius_miras","Weighing Solutions","Sartorius","UNKNOWN","","","3","T4_manual_review"
"community","gh_sartorius_quintix","Sartorius Quintix","Sartorius","SERIAL","pyserial","","9","T1b_serial_probe_tbd"
"community","gh_sartorius_rline","Sartorius rLINE","Sartorius","SERIAL","pyserial","","11","T1b_serial_probe_tbd"
"community","gh_shimadzu_cbm_20a","null","Shimadzu","TCP","network/rest","","7","T3_network_needs_ext"
"community","gh_specs_xrc1000","UXC 1000","SPECS","SERIAL","pyserial","","2","T1b_serial_probe_tbd"
"community","gh_ssi_teledyne_next_generation","MX Class","SSI","SERIAL","pyserial","","6","T1b_serial_probe_tbd"
"community","gh_stanford_research_systems_cs580","CS580 Current Source","Stanford Research Systems","VISA_SCPI","scpi-framework","*IDN?","3","T2_visa_needs_rs232_idn"
"community","gh_stanford_research_systems_ctc100","Cryogenic Temperature Controller - CTC100","Stanford Research Systems","VISA_SCPI","scpi-framework","{}.units?","5","T2_visa_needs_rs232_idn"
"community","gh_teledyne_isco_260d","Teledyne Isco 260D","Teledyne Isco","SERIAL","pyserial","","32","T1b_serial_probe_tbd"
"community","gh_thermotek_t255p","Thermotek","Thermotek","VISA_SCPI","lantz/VISA","U","5","T2_visa_needs_rs232_idn"
"community","gh_thermotron_3800","8800 Controller","Thermotron","VISA_SCPI","scpi-framework","","4","T2_visa_needs_rs232_idn"
"community","gh_thermo_fisher_titan","null","Thermo Fisher","TCP","socket","","72","T3_network_needs_ext"
"community","gh_thorlabs_kiralux","Thorlabs Kiralux/Zelux","Thorlabs","UNKNOWN","","*IDN?","16","T4_manual_review"
"community","gh_thorlabs_tc200","TC200DiscontinuedTemperature Controller, 120 VAC Power Cord","Thorlabs","VISA_SCPI","scpi-framework","*IDN?","1","T2_visa_needs_rs232_idn"
"community","gh_watlow_ez_zone_pm","DISCONTINUED: EZ-ZONE® PM Panel Mount Controller","Watlow","MODBUS","modbus","","7","T2m_modbus_probeable"
"community","gh_wpi_al1000","Search","WPI","SERIAL","pyserial","","13","T1b_serial_probe_tbd"
"community","gh_yaskawa_motoman_fs100","FS100","Yaskawa","TCP","socket","","1","T3_network_needs_ext"
"community","gh_yokogawa_gs200","Yokogawa GS200 DC Voltage/Current Source","Yokogawa","VISA_SCPI","scpi-framework",":SENS?","34","T2_visa_needs_rs232_idn"
"community","gh_zahner_zennium","Precision, flexibility, reliability, and performance","Zahner","TCP","socket","","10","T3_network_needs_ext"
"community","gh_zeiss_merlin","ZEISS GeminiSEM​","Zeiss","UNKNOWN","","","47","T4_manual_review"
"community","gh_zke_ebc_a05","无法访问此网站","ZKE","SERIAL","pyserial","","0","T1b_serial_probe_tbd"
"community","glassman_fr","Glassman Glassman Fr","Glassman (XP Power)","VISA_SCPI","scpi-framework","V","15","T2_visa_needs_rs232_idn"
"community","gnss_base_service","韩国ilSHinBioBase 进口深冷冻箱 GUDERO CHEST系列","Jeio Tech Co., Ltd - 上海代表处","UNKNOWN","","","31","T4_manual_review"
"community","gpib_communicator","Generic Gpib Communicator GPIB设备","National Instruments","VISA_SCPI","scpi-framework","+ver","11","T2_visa_needs_rs232_idn"
"community","gpio_pca9554","NXP Semiconductors Use basil implementation of i2c","NXP Semiconductors","UNKNOWN","","","1","T4_manual_review"
"community","grblboard","Open GRBL Controller Board 控制器","Open Source (GRBL)","SERIAL","pyserial","","17","T1b_serial_probe_tbd"
"community","grbl_com_serial","Grbl COM Serial","GRBL (Open Source)","SERIAL","pyserial","","9","T1b_serial_probe_tbd"
"community","grbl_controller","Grbl Controller","GRBL (Open Source)","SERIAL","pyserial","","11","T1b_serial_probe_tbd"
"community","grbl_driver","Open GRBL Motor Driver","Open Source (GRBL)","SERIAL","pyserial","?","25","T1_serial_probe_ready"
"community","gripper","Generic Robotic Gripper 夹爪","Open Source","SERIAL","pyserial","","20","T1b_serial_probe_tbd"
"community","gripper_controller","Robotiq 夹爪控制器 机械臂 控制器","Robotiq Inc.","MODBUS","modbus","","7","T2m_modbus_probeable"
"community","gsioc","gsioc","","SERIAL","pyserial","","5","T1b_serial_probe_tbd"
"community","gsioc_interface","gsioc_interface","","SERIAL","pyserial","","6","T1b_serial_probe_tbd"
"community","gsv3_usb","Customized sensors - perfectly integrated into your component.","ME-Systeme GmbH","SERIAL","pyserial","","1","T1b_serial_probe_tbd"
"community","gs_usb_bus","GS USB BUS","Open Standard","USB_SDK","usb/dll","","2","T3u_usb_sdk_not_serial"
"community","hamamatsu_h11890_device","Hamamatsu H11890 Device","Hamamatsu Photonics","UNKNOWN","","","16","T4_manual_review"
"community","hamilton_heater_shaker_backend","Hamilton Heater Shaker Backend 后端模块 恒温摇床 后端控制器","Hamilton Company","ROBOT","robot/ros-sdk","","13","T3r_robot_sdk"
"community","hamilton_heater_shaker_box","便携式植物表型平台KeyBox","上海泽泉科技股份有限公司","ROBOT","robot/ros-sdk","","13","T3r_robot_sdk"
"community","hamilton_tcp_backend","Hamilton Tcp Backend 后端模块 移液工作站 后端控制器","Hamilton Company","TCP","socket","","9","T3_network_needs_ext"
"community","hamilton_tilt_module_backend","Hamilton Tilt Module Backend 后端模块 移液工作站 后端控制器","Hamilton Company","SERIAL","pyserial","","23","T1b_serial_probe_tbd"
"community","handle","Generic Handle","Open Source","USB_SDK","usb/dll","","16","T3u_usb_sdk_not_serial"
"community","hardpotato__instrument","hardpotato__instrument","","UNKNOWN","","","8","T4_manual_review"
"community","hardpotato__serial","hardpotato__serial","","SERIAL","pyserial","","10","T1b_serial_probe_tbd"
"community","harvester","Harvester","Open Source (GenICam)","USB_SDK","camera/spectro-sdk","","19","T3u_usb_sdk_not_serial"
"community","hdlc","Hdlc","Open Standard (HDLC)","UNKNOWN","","","8","T4_manual_review"
"community","hd_device","Zurich Zurich Instruments HD Device","Zurich Instruments","VISA_SCPI","lantz/VISA","*IDN?","49","T2_visa_needs_rs232_idn"
"community","heraeus_cytomat_backend","Thermo Heraeus Cytomat 培养箱 培养箱 培养箱","Thermo Fisher Scientific","SERIAL","pyserial","","16","T1b_serial_probe_tbd"
"community","hp3325a","3325A Synthesizer/Function Generator [Obsolete]","Keysight","VISA_SCPI","scpi-framework","*IDN?","4","T2_visa_needs_rs232_idn"
"community","hp3456a","HP 3456A 6½-Digit Digital Multimeter","Keysight","VISA_SCPI","scpi-framework","","4","T2_visa_needs_rs232_idn"
"community","hp3488_a","3488A Switch/Control Unit Operating, Programming, and Configuration Manual","Keysight","VISA_SCPI","scpi-framework","","1","T2_visa_needs_rs232_idn"
"community","hp437_b","437B High Performance Single Channel Average Power Meter [Obsolete]","Keysight","VISA_SCPI","scpi-framework","?","15","T2_visa_needs_rs232_idn"
"community","hp4395_a","HP 4395A Network/Spectrum/Impedance Analyzer","Keysight","VISA_SCPI","lantz/VISA","*IDN?","12","T2_visa_needs_rs232_idn"
"community","hp59501_b","59501B D/A CONVERTER [Obsolete]","Keysight","VISA_SCPI","scpi-framework","*ID?","1","T2_visa_needs_rs232_idn"
"community","hp6624a","6624A DC Power Supply, Quad-Output, 2 Outputs at 7V/5A, 2 Outputs at 20V/2A,","Keysight","VISA_SCPI","scpi-framework","","1","T2_visa_needs_rs232_idn"
"community","hp6632b","6632B 100 Watt System Power Supply, 20V, 5A [Obsolete]","Keysight","SERIAL","pyserial","SYST:ERR?","3","T1_serial_probe_ready"
"community","hp6652a","str","Keysight","VISA_SCPI","scpi-framework","*IDN?","2","T2_visa_needs_rs232_idn"
"community","hp8116_a","HP 8116A 50 MHz Pulse/Function Generator","Keysight","VISA_SCPI","scpi-framework","SOURce:FUNCtion:SHAPe?","1","T2_visa_needs_rs232_idn"
"community","hp85645_a","85645A 300 kHz to 26.5 GHz tracking source [Obsolete]","Keysight","VISA_SCPI","scpi-framework","SOURce:FREQuency:MODE?","4","T2_visa_needs_rs232_idn"
"community","hp8657_a","Technical Support: 8657A Synthesized Signal Generator, 100 kHz to 1040 MHz","Keysight","VISA_SCPI","lantz/VISA","","4","T2_visa_needs_rs232_idn"
"community","hp8714_es_wrapper","HP 8714ES RF网络分析仪","Keysight","TCP","network-framework","OUTP:STAT?","26","T3_network_needs_ext"
"community","hp8901_b","HP 8901B 调制分析仪","Keysight","VISA_SCPI","scpi-framework","ID","2","T2_visa_needs_rs232_idn"
"community","hp8903_b","Hp8903 B","Hewlett-Packard","VISA_SCPI","scpi-framework","CST","0","T2_visa_needs_rs232_idn"
"community","hri","Generic High Resolution Imager","Open Source","VISA_SCPI","lantz/VISA","{} !RFGAIN","19","T2_visa_needs_rs232_idn"
"community","http_connection","http_connection","","SERIAL","pyserial","","117","T1b_serial_probe_tbd"
"community","http_rule_pusher","http_rule_pusher","","TCP","socket","","418","T3_network_needs_ext"
"community","http_task_pusher","http_task_pusher","","TCP","socket","","418","T3_network_needs_ext"
"community","h_pe3631a","Hewlett-Packard HP E3631A Triple Output Power Supply 电源","Hewlett-Packard (Keysight)","VISA_SCPI","scpi-framework","SOUR:VOLT?","9","T2_visa_needs_rs232_idn"
"community","i2c","Open Standard I2C","Open Standard","UNKNOWN","","","10","T4_manual_review"
"community","i7540d","I-7540D","ICP DAS","TCP","socket","","9","T3_network_needs_ext"
"community","ieee488","Open Standard IEEE 488 functions","Open Standard (IEEE 488)","VISA_SCPI","lantz/VISA","*IDN?","7","T2_visa_needs_rs232_idn"
"community","ieee4882_driver","Generic Ieee4882 Driver","Open Standard (IEEE 488.2)","VISA_SCPI","lantz/VISA","*IDN?","25","T2_visa_needs_rs232_idn"
"community","image_acquirer","Image Acquirer","Open Source","USB_SDK","camera/spectro-sdk","","33","T3u_usb_sdk_not_serial"
"community","incubator_stx","incubator_stx","","TCP","socket","","7","T3_network_needs_ext"
"community","inheco_incubator_shaker_stack_backend","Inheco CPAC加热和制冷模块","皕赫科学仪器（上海）有限公司","SERIAL","pyserial","","70","T1b_serial_probe_tbd"
"community","inheco_incubator_shaker_unit","Inheco CPAC加热和制冷模块","皕赫科学仪器（上海）有限公司","SERIAL","pyserial","","68","T1b_serial_probe_tbd"
"community","inheco_tec_control_box","CPAC – Cold Plate Air Cooled Heater/Cooler","Inheco","ROBOT","robot/ros-sdk","","5","T3r_robot_sdk"
"community","innova300_c","Coherent Innova 300C 氩离子激光器 分析仪器 激光器","Coherent Corp.","VISA_SCPI","lantz/VISA","PRINT {}","14","T2_visa_needs_rs232_idn"
"community","instrument_db","Instrument DB","Open Source","TCP","socket","","34","T3_network_needs_ext"
"community","instrument_drivers__device","instrument_drivers__device","","TCP","socket","*IDN?","32","T3_network_needs_ext"
"community","instrument_drivers__scpi","instrument_drivers__scpi","","TCP","socket","*IDN?","185","T3_network_needs_ext"
"community","instru_socket","Instru Socket","Open Source","SERIAL","pyserial","","2","T1b_serial_probe_tbd"
"community","integer_id_rule","integer_id_rule","","TCP","socket","","418","T3_network_needs_ext"
"community","io_slave","io_slave","","SERIAL","pyserial","","5","T1b_serial_probe_tbd"
"community","io_slave_always_open","io_slave_always_open","","SERIAL","pyserial","","418","T1b_serial_probe_tbd"
"community","ip_connection","ip_connection","","TCP","socket","","1210","T3_network_needs_ext"
"community","iq","IQ","Open Source","UNKNOWN","","<?xml version=\","8","T4_manual_review"
"community","iseg_hv","Iseg HV","ISEG Spezialelektronik","SERIAL","pyserial","","61","T1b_serial_probe_tbd"
"community","isotcp_connection","Generic Isotcp Connection","Open Standard","TCP","socket","","5","T3_network_needs_ext"
"community","it63_xx","It63 XX","ITECH Electronics","SERIAL","pyserial","*IDN?","7","T1_serial_probe_ready"
"community","it8500","ITECH IT8500+ 可编程直流电子负载","ITECH Electronics","VISA_SCPI","lantz/VISA","MEAS:VOLT:DC?","10","T2_visa_needs_rs232_idn"
"community","iv__combined__backend","Generic I-V Combined Measurement Backend 后端控制器","Open Source","VISA_SCPI","lantz/VISA","","5","T2_visa_needs_rs232_idn"
"community","ix2","Olympus IX2系列倒置研究显微镜","Evident","VISA_SCPI","lantz/VISA","1UNIT?","9","T2_visa_needs_rs232_idn"
"community","ixbx","Olympus IX/BX 系列显微镜 光学显微镜 显微镜","Olympus (Evident)","VISA_SCPI","lantz/VISA","1UNIT?","10","T2_visa_needs_rs232_idn"
"community","i_backend","I Backend","Open Source","USB_SDK","usb/dll","","25","T3u_usb_sdk_not_serial"
"community","i_chrome_mle","I Chrome MLE","TOPTICA Photonics","SERIAL","pyserial","","1","T1b_serial_probe_tbd"
"community","i_stream","I Stream","Open Source","SERIAL","pyserial","","3","T1b_serial_probe_tbd"
